,Factor,Nodo,Valor,Fecha
65365,CECUVR,25Y,3.2371408883114627,20191004
65366,CEC,25Y,7.376752402230835,20191007
65367,CECUVR,25Y,3.240781605264531,20191007
65368,CEC,25Y,7.343689923100394,20191008
65369,CECUVR,25Y,3.234385753299596,20191008
65370,CEC,25Y,7.344615817422162,20191009
65371,CECUVR,25Y,3.2262271366753303,20191009
65372,CEC,25Y,7.383600536466983,20191010
65373,CECUVR,25Y,3.1894670529605484,20191010
65374,CEC,25Y,7.399659517945212,20191011
65375,CECUVR,25Y,3.168151020750632,20191011
65376,CEC,25Y,7.4328638878731645,20191015
65377,CECUVR,25Y,3.180657127645748,20191015
65378,CEC,25Y,7.474757114255759,20191016
65379,CECUVR,25Y,3.191979835794334,20191016
65380,CEC,25Y,7.470640624520963,20191017
65381,CECUVR,25Y,3.16348917841327,20191017
65382,CEC,25Y,7.428364016025335,20191018
65383,CECUVR,25Y,3.182229151769977,20191018
65384,CEC,25Y,7.455673953457298,20191021
65385,CECUVR,25Y,3.1948182759145016,20191021
65386,CEC,25Y,7.477039889943082,20191022
65387,CECUVR,25Y,3.211263858933733,20191022
65388,CEC,25Y,7.453602436891327,20191023
65389,CECUVR,25Y,3.201152153066511,20191023
65390,CEC,25Y,7.417088498570723,20191024
65391,CECUVR,25Y,3.1884965396717257,20191024
65392,CEC,25Y,7.379230815136117,20191025
65393,CECUVR,25Y,3.178535873864341,20191025
65394,CEC,25Y,7.384029902993339,20191028
65395,CECUVR,25Y,3.1743356210627294,20191028
65396,CEC,25Y,7.382987219474035,20191029
65397,CECUVR,25Y,3.176661746547582,20191029
65398,CEC,25Y,7.429664833738325,20191030
65399,CECUVR,25Y,3.172399425166672,20191030
65400,CEC,25Y,7.368377359438272,20191031
65401,CECUVR,25Y,3.1676791124913617,20191031
65402,CEC,25Y,7.350167516309347,20191101
65403,CECUVR,25Y,3.162928976231582,20191101
65404,CEC,25Y,7.402869821091706,20191105
65405,CECUVR,25Y,3.1709670268558865,20191105
65406,CEC,25Y,7.4093415635752224,20191106
65407,CECUVR,25Y,3.160720086927093,20191106
65408,CEC,25Y,7.466229930656976,20191107
65409,CECUVR,25Y,3.1640139727282968,20191107
65410,CEC,25Y,7.504059612462788,20191108
65411,CECUVR,25Y,3.172206878958783,20191108
65412,CEC,25Y,7.626379728341748,20191112
65413,CECUVR,25Y,3.2465093961640656,20191112
65414,CEC,25Y,7.671974566102002,20191113
65415,CECUVR,25Y,3.2863118034503147,20191113
65416,CEC,25Y,7.643327466476757,20191114
65417,CECUVR,25Y,3.286342552169841,20191114
65418,CEC,25Y,7.6263306457312385,20191115
65419,CECUVR,25Y,3.332466159041547,20191115
65420,CEC,25Y,7.66743012361013,20191118
65421,CECUVR,25Y,3.39228315771547,20191118
65422,CEC,25Y,7.667908776416588,20191119
65423,CECUVR,25Y,3.3923336179398467,20191119
65424,CEC,25Y,7.673221554699516,20191120
65425,CECUVR,25Y,3.3549884947331465,20191120
65426,CEC,25Y,7.645422626023057,20191121
65427,CECUVR,25Y,3.3678418350223227,20191121
65428,CEC,25Y,7.642376469936241,20191122
65429,CECUVR,25Y,3.371565485207495,20191122
65430,CEC,25Y,7.745104928851609,20191125
65431,CECUVR,25Y,3.371004278218681,20191125
65432,CEC,25Y,7.873834374481925,20191126
65433,CECUVR,25Y,3.4230760106331197,20191126
65434,CEC,25Y,7.871722042449547,20191127
65435,CECUVR,25Y,3.3434228651038955,20191127
65436,CEC,25Y,7.825221975175123,20191128
65437,CECUVR,25Y,3.356883157093571,20191128
65438,CEC,25Y,7.811610761508048,20191129
65439,CECUVR,25Y,3.353887039440151,20191129
65440,CEC,25Y,7.81876353498423,20191202
65441,CECUVR,25Y,3.377606009544776,20191202
65442,CEC,25Y,7.758278104849903,20191203
65443,CECUVR,25Y,3.3624653233732538,20191203
65444,CEC,25Y,7.733915878134123,20191204
65445,CECUVR,25Y,3.353068410922755,20191204
65446,CEC,25Y,7.639050468397657,20191205
65447,CECUVR,25Y,3.3564780751429213,20191205
65448,CEC,25Y,7.557982943586783,20191206
65449,CECUVR,25Y,3.348700875581545,20191206
65450,CEC,25Y,7.571894717228189,20191209
65451,CECUVR,25Y,3.321955804573218,20191209
65452,CEC,25Y,7.587471093329912,20191210
65453,CECUVR,25Y,3.296336028533209,20191210
65454,CEC,25Y,7.528550715907256,20191211
65455,CECUVR,25Y,3.252021021690932,20191211
65456,CEC,25Y,7.513501580869852,20191212
65457,CECUVR,25Y,3.2458903592508026,20191212
65458,CEC,25Y,7.527514134828994,20191213
65459,CECUVR,25Y,3.221682360962652,20191213
65460,CEC,25Y,7.550621272057545,20191216
65461,CECUVR,25Y,3.2256302522874813,20191216
65462,CEC,25Y,7.550904110668943,20191217
65463,CECUVR,25Y,3.215483983205747,20191217
65464,CEC,25Y,7.5474672601396176,20191218
65465,CECUVR,25Y,3.1915828525481027,20191218
65466,CEC,25Y,7.563904917628372,20191219
65467,CECUVR,25Y,3.1927535125800155,20191219
65468,CEC,25Y,7.583459246920698,20191220
65469,CECUVR,25Y,3.1817555265899244,20191220
65470,CEC,25Y,7.579993684453368,20191223
65471,CECUVR,25Y,3.183255160824894,20191223
65472,CEC,25Y,7.575434032427841,20191224
65473,CECUVR,25Y,3.178348492149219,20191224
65474,CEC,25Y,7.576543448364004,20191226
65475,CECUVR,25Y,3.1705971992991744,20191226
65476,CEC,25Y,7.602407081962803,20191227
65477,CECUVR,25Y,3.169203938341436,20191227
65478,CEC,25Y,7.592388478327328,20191230
65479,CECUVR,25Y,3.1677014275121707,20191230
65480,CEC,25Y,7.592388478327328,20191231
65481,CECUVR,25Y,3.1677014275121707,20191231
65482,CEC,25Y,7.601828789842346,20200102
65483,CECUVR,25Y,3.168779329843585,20200102
65484,CEC,25Y,7.61228017240565,20200103
65485,CECUVR,25Y,3.1813913333382127,20200103
65486,CEC,25Y,7.627193959691381,20200107
65487,CECUVR,25Y,3.1826732636678567,20200107
65488,CEC,25Y,7.567513472730636,20200108
65489,CECUVR,25Y,3.1802236949689977,20200108
65490,CEC,25Y,7.498846610478593,20200109
65491,CECUVR,25Y,3.1786511517771565,20200109
65492,CEC,25Y,7.470992514575903,20200110
65493,CECUVR,25Y,3.1654183372209044,20200110
65494,CEC,25Y,7.46794934913011,20200113
65495,CECUVR,25Y,3.161623872402441,20200113
65496,CEC,25Y,7.469834862644276,20200114
65497,CECUVR,25Y,3.159336636897292,20200114
65498,CEC,25Y,7.426000347785577,20200115
65499,CECUVR,25Y,3.1631244226543176,20200115
65500,CEC,25Y,7.3924494179081535,20200116
65501,CECUVR,25Y,3.165151080217088,20200116
65502,CEC,25Y,7.37904204401767,20200117
65503,CECUVR,25Y,3.141375065419383,20200117
65504,CEC,25Y,7.390210034999112,20200120
65505,CECUVR,25Y,3.136965208029041,20200120
65506,CEC,25Y,7.392446893655125,20200121
65507,CECUVR,25Y,3.1207510737863764,20200121
65508,CEC,25Y,7.307350052164119,20200122
65509,CECUVR,25Y,3.1047904046329844,20200122
65510,CEC,25Y,7.28643617821243,20200123
65511,CECUVR,25Y,3.0827534905822462,20200123
65512,CEC,25Y,7.265126853495163,20200124
65513,CECUVR,25Y,3.0609740761734505,20200124
65514,CEC,25Y,7.267109175773556,20200127
65515,CECUVR,25Y,3.05898219810854,20200127
65516,CEC,25Y,7.270116064747079,20200128
65517,CECUVR,25Y,3.056439685273316,20200128
65518,CEC,25Y,7.242551281840814,20200129
65519,CECUVR,25Y,3.057132699808518,20200129
65520,CEC,25Y,7.235503840421265,20200130
65521,CECUVR,25Y,3.0141778150104104,20200130
65522,CEC,25Y,7.179442324842045,20200131
65523,CECUVR,25Y,3.007944215727165,20200131
65524,CEC,25Y,7.136808507586534,20200203
65525,CECUVR,25Y,2.9577455300196176,20200203
65526,CEC,25Y,7.165925329175948,20200204
65527,CECUVR,25Y,2.951214229412935,20200204
65528,CEC,25Y,7.148281690549818,20200205
65529,CECUVR,25Y,2.9507518785782505,20200205
65530,CEC,25Y,7.1081221223948665,20200206
65531,CECUVR,25Y,2.940513278245516,20200206
65532,CEC,25Y,7.102560474479569,20200207
65533,CECUVR,25Y,2.929233988153812,20200207
65534,CEC,25Y,7.066071173418265,20200210
65535,CECUVR,25Y,2.9262409194315,20200210
65536,CEC,25Y,7.041363241924814,20200211
65537,CECUVR,25Y,2.9111974700648746,20200211
65538,CEC,25Y,7.000028228788047,20200212
65539,CECUVR,25Y,2.8970081821446225,20200212
65540,CEC,25Y,7.009205359061355,20200213
65541,CECUVR,25Y,2.909058521233732,20200213
65542,CEC,25Y,6.994037130158604,20200214
65543,CECUVR,25Y,2.912098674771824,20200214
65544,CEC,25Y,6.938136424265751,20200217
65545,CECUVR,25Y,2.904147773511201,20200217
65546,CEC,25Y,6.945154199857284,20200218
65547,CECUVR,25Y,2.8963833006894424,20200218
65548,CEC,25Y,6.988964077680726,20200219
65549,CECUVR,25Y,2.9019525435677096,20200219
65550,CEC,25Y,7.016580174830378,20200220
65551,CECUVR,25Y,2.887859670180837,20200220
65552,CEC,25Y,6.99683921968608,20200221
65553,CECUVR,25Y,2.8745836045232176,20200221
65554,CEC,25Y,6.951684559279903,20200224
65555,CECUVR,25Y,2.847783626508038,20200224
65556,CEC,25Y,6.948488772621264,20200225
65557,CECUVR,25Y,2.8436766725800533,20200225
65558,CEC,25Y,6.969092146193812,20200226
65559,CECUVR,25Y,2.84213338353001,20200226
65560,CEC,25Y,7.075723973807424,20200227
65561,CECUVR,25Y,2.8662967209106105,20200227
65562,CEC,25Y,7.124531135871792,20200228
65563,CECUVR,25Y,2.916452721805385,20200228
65564,CEC,25Y,7.133258313306912,20200302
65565,CECUVR,25Y,2.897654332528909,20200302
65566,CEC,25Y,7.143703226326958,20200303
65567,CECUVR,25Y,2.8878162651810646,20200303
65568,CEC,25Y,7.017501013548166,20200304
65569,CECUVR,25Y,2.8369866613719985,20200304
65570,CEC,25Y,7.047555190154053,20200305
65571,CECUVR,25Y,2.838079020329154,20200305
65572,CEC,25Y,7.130968490620671,20200306
65573,CECUVR,25Y,2.858941416506511,20200306
65574,CEC,25Y,7.826633875829514,20200309
65575,CECUVR,25Y,3.0101755439088107,20200309
65576,CEC,25Y,7.915898585703274,20200310
65577,CECUVR,25Y,3.016313904451473,20200310
65578,CEC,25Y,8.164437044292882,20200311
65579,CECUVR,25Y,3.082141054081444,20200311
65580,CEC,25Y,8.79842515681104,20200312
65581,CECUVR,25Y,3.3438683460405683,20200312
65582,CEC,25Y,8.80795481104435,20200313
65583,CECUVR,25Y,3.470969983136452,20200313
65584,CEC,25Y,9.547653654966991,20200316
65585,CECUVR,25Y,3.606652441698999,20200316
65586,CEC,25Y,9.361492224683763,20200317
65587,CECUVR,25Y,3.6187952676006496,20200317
65588,CEC,25Y,9.543407934176804,20200318
65589,CECUVR,25Y,3.69322623324313,20200318
65590,CEC,25Y,9.951165303391884,20200319
65591,CECUVR,25Y,3.85134909977507,20200319
65592,CEC,25Y,9.891266389823894,20200320
65593,CECUVR,25Y,3.9323570109685457,20200320
65594,CEC,25Y,9.583204502334564,20200324
65595,CECUVR,25Y,3.863772798738019,20200324
65596,CEC,25Y,9.333332039552513,20200325
65597,CECUVR,25Y,3.4211811202834674,20200325
65598,CEC,25Y,8.426071340513918,20200326
65599,CECUVR,25Y,3.2802786301990405,20200326
65600,CEC,25Y,8.40936529763956,20200327
65601,CECUVR,25Y,3.0557875354418007,20200327
65602,CEC,25Y,8.22967669633099,20200330
65603,CECUVR,25Y,3.113024359385208,20200330
65604,CEC,25Y,8.133050068926263,20200331
65605,CECUVR,25Y,3.095199078453459,20200331
65606,CEC,25Y,8.569382556417615,20200401
65607,CECUVR,25Y,3.175149637336028,20200401
65608,CEC,25Y,8.72896026580625,20200402
65609,CECUVR,25Y,3.171086311091642,20200402
65610,CEC,25Y,9.011622575047864,20200403
65611,CECUVR,25Y,3.1792461771603,20200403
65612,CEC,25Y,9.114200330818178,20200406
65613,CECUVR,25Y,3.188212762596021,20200406
65614,CEC,25Y,9.257619886563218,20200407
65615,CECUVR,25Y,3.1827975432473954,20200407
65616,CEC,25Y,9.20611505033404,20200408
65617,CECUVR,25Y,3.19004633687976,20200408
65618,CEC,25Y,9.232202602938354,20200413
65619,CECUVR,25Y,3.193091053864938,20200413
65620,CEC,25Y,8.96382564650664,20200414
65621,CECUVR,25Y,3.189777788632276,20200414
65622,CEC,25Y,8.66683559927315,20200415
65623,CECUVR,25Y,3.137464796999589,20200415
65624,CEC,25Y,8.367100696897145,20200416
65625,CECUVR,25Y,3.171361738387568,20200416
65626,CEC,25Y,8.57066904467425,20200417
65627,CECUVR,25Y,3.125303020494963,20200417
65628,CEC,25Y,8.670198941208508,20200420
65629,CECUVR,25Y,3.134046063454554,20200420
65630,CEC,25Y,8.600344413528195,20200421
65631,CECUVR,25Y,3.115794638281621,20200421
65632,CEC,25Y,8.786683385902293,20200422
65633,CECUVR,25Y,3.1885175818360256,20200422
65634,CEC,25Y,8.769525228865739,20200423
65635,CECUVR,25Y,3.3696545203508066,20200423
65636,CEC,25Y,8.994670009855255,20200424
65637,CECUVR,25Y,3.4629111348384534,20200424
65638,CEC,25Y,8.815650781162176,20200427
65639,CECUVR,25Y,3.460636518135729,20200427
65640,CEC,25Y,8.661177261064434,20200428
65641,CECUVR,25Y,3.447514457810441,20200428
65642,CEC,25Y,8.451803032717308,20200429
65643,CECUVR,25Y,3.5175558970403475,20200429
65644,CEC,25Y,8.517307627821701,20200430
65645,CECUVR,25Y,3.501066701288136,20200430
65646,CEC,25Y,8.16984129128382,20200504
65647,CECUVR,25Y,3.492342083991762,20200504
65648,CEC,25Y,7.583623026510122,20200505
65649,CECUVR,25Y,3.46980560879282,20200505
65650,CEC,25Y,7.6447813246050655,20200506
65651,CECUVR,25Y,3.5137673808763648,20200506
65652,CEC,25Y,7.588877686116846,20200507
65653,CECUVR,25Y,3.534595549057884,20200507
65654,CEC,25Y,7.39421061769665,20200508
65655,CECUVR,25Y,3.5378088121410745,20200508
65656,CEC,25Y,7.491151132496498,20200511
65657,CECUVR,25Y,3.53654255141187,20200511
65658,CEC,25Y,7.516060160972726,20200512
65659,CECUVR,25Y,3.5261278874324287,20200512
65660,CEC,25Y,7.559729531322579,20200513
65661,CECUVR,25Y,3.5164599037334376,20200513
65662,CEC,25Y,7.618993049757883,20200514
65663,CECUVR,25Y,3.5191982290786683,20200514
65664,CEC,25Y,7.784926943340831,20200515
65665,CECUVR,25Y,3.510451118672875,20200515
65666,CEC,25Y,7.744303476832792,20200518
65667,CECUVR,25Y,3.497920484228678,20200518
65668,CEC,25Y,7.867601060279328,20200519
65669,CECUVR,25Y,3.4930787981981792,20200519
65670,CEC,25Y,7.705616801050819,20200520
65671,CECUVR,25Y,3.4791011143842088,20200520
65672,CEC,25Y,7.745047296374685,20200521
65673,CECUVR,25Y,3.461635760995252,20200521
65674,CEC,25Y,7.798870150800252,20200522
65675,CECUVR,25Y,3.4791667184385977,20200522
65676,CEC,25Y,7.679571606905822,20200526
65677,CECUVR,25Y,3.4890667345261583,20200526
65678,CEC,25Y,7.592293456036203,20200527
65679,CECUVR,25Y,3.514511703540601,20200527
65680,CEC,25Y,7.799737879637103,20200528
65681,CECUVR,25Y,3.538242721996298,20200528
65682,CEC,25Y,8.134317815678527,20200529
65683,CECUVR,25Y,3.579215152258564,20200529
65684,CEC,25Y,8.104660425737876,20200601
65685,CECUVR,25Y,3.570177791056284,20200601
65686,CEC,25Y,8.036058571658877,20200602
65687,CECUVR,25Y,3.5887789140959026,20200602
65688,CEC,25Y,8.178577731331792,20200603
65689,CECUVR,25Y,3.6546354995581782,20200603
65690,CEC,25Y,8.42491320159704,20200604
65691,CECUVR,25Y,3.679231552647954,20200604
65692,CEC,25Y,8.351170440912203,20200605
65693,CECUVR,25Y,3.6829036053207087,20200605
65694,CEC,25Y,8.285784837697996,20200608
65695,CECUVR,25Y,3.649264391011165,20200608
65696,CEC,25Y,8.349195644851815,20200609
65697,CECUVR,25Y,3.603590377088772,20200609
65698,CEC,25Y,8.489426890949293,20200610
65699,CECUVR,25Y,3.606700166768096,20200610
65700,CEC,25Y,9.161707182988945,20200611
65701,CECUVR,25Y,3.773931800932884,20200611
65702,CEC,25Y,9.079887612945669,20200612
65703,CECUVR,25Y,3.7551991185000633,20200612
65704,CEC,25Y,9.213677244821628,20200616
65705,CECUVR,25Y,3.736987967069183,20200616
65706,CEC,25Y,9.24600520802752,20200617
65707,CECUVR,25Y,3.8025128920633255,20200617
65708,CEC,25Y,9.088172226479909,20200618
65709,CECUVR,25Y,3.815892584837188,20200618
65710,CEC,25Y,9.0642566045132,20200619
65711,CECUVR,25Y,3.786429377098055,20200619
65712,CEC,25Y,9.0696627723162,20200623
65713,CECUVR,25Y,3.818018787880195,20200623
65714,CEC,25Y,9.201367171526307,20200624
65715,CECUVR,25Y,3.859453934505641,20200624
65716,CEC,25Y,9.377921748086804,20200625
65717,CECUVR,25Y,3.866457980152549,20200625
65718,CEC,25Y,9.328657624126269,20200626
65719,CECUVR,25Y,3.903358839213911,20200626
65720,CEC,25Y,9.177231094209848,20200630
65721,CECUVR,25Y,3.895063664304521,20200630
65722,CEC,25Y,9.060577716586394,20200701
65723,CECUVR,25Y,3.939219288767437,20200701
65724,CEC,25Y,8.980908346301032,20200702
65725,CECUVR,25Y,3.9382330300183233,20200702
65726,CEC,25Y,8.791234403241477,20200703
65727,CECUVR,25Y,3.9275905319825934,20200703
65728,CEC,25Y,8.734851038909852,20200706
65729,CECUVR,25Y,3.910205194158456,20200706
65730,CEC,25Y,8.94508739242863,20200707
65731,CECUVR,25Y,3.929251214771301,20200707
65732,CEC,25Y,8.909555829836657,20200708
65733,CECUVR,25Y,3.951984030349154,20200708
65734,CEC,25Y,8.88721540746429,20200709
65735,CECUVR,25Y,3.979450301611931,20200709
65736,CEC,25Y,8.77848378675765,20200710
65737,CECUVR,25Y,3.987043779821997,20200710
65738,CEC,25Y,8.790555539499344,20200713
65739,CECUVR,25Y,3.99859589213214,20200713
65740,CEC,25Y,8.843471260044456,20200714
65741,CECUVR,25Y,3.9899371782847295,20200714
65742,CEC,25Y,8.778593336771712,20200715
65743,CECUVR,25Y,3.984462016018498,20200715
65744,CEC,25Y,8.800323480633487,20200716
65745,CECUVR,25Y,4.005282453643311,20200716
65746,CEC,25Y,8.844834901289289,20200717
65747,CECUVR,25Y,3.987026172544317,20200717
65748,CEC,25Y,8.767591161133437,20200721
65749,CECUVR,25Y,3.958888967909657,20200721
65750,CEC,25Y,8.775009413392176,20200722
65751,CECUVR,25Y,3.958613979444703,20200722
65752,CEC,25Y,8.827037951116079,20200723
65753,CECUVR,25Y,3.96954679418684,20200723
65754,CEC,25Y,8.864476338767568,20200724
65755,CECUVR,25Y,3.9848759131610345,20200724
65756,CEC,25Y,8.780799085331846,20200727
65757,CECUVR,25Y,3.9751987259896815,20200727
65758,CEC,25Y,8.747969036279724,20200728
65759,CECUVR,25Y,3.976652260307434,20200728
65760,CEC,25Y,8.757576627262885,20200729
65761,CECUVR,25Y,3.973712203347634,20200729
65762,CEC,25Y,8.795498432595483,20200730
65763,CECUVR,25Y,3.989081623631652,20200730
65764,CEC,25Y,8.74133588764594,20200731
65765,CECUVR,25Y,4.004632103181938,20200731
65766,CEC,25Y,8.600785526118893,20200803
65767,CECUVR,25Y,4.023009130348432,20200803
65768,CEC,25Y,8.510528072355728,20200804
65769,CECUVR,25Y,4.019272429134335,20200804
65770,CEC,25Y,8.410138205299877,20200805
65771,CECUVR,25Y,4.013744321831148,20200805
65772,CEC,25Y,8.302071604593309,20200806
65773,CECUVR,25Y,4.009952555713081,20200806
65774,CEC,25Y,8.17050026449293,20200810
65775,CECUVR,25Y,3.9695434384659167,20200810
65776,CEC,25Y,8.296202741951998,20200811
65777,CECUVR,25Y,3.959224634478553,20200811
65778,CEC,25Y,8.603416329034207,20200812
65779,CECUVR,25Y,4.000868590702611,20200812
65780,CEC,25Y,8.649169237577482,20200813
65781,CECUVR,25Y,3.991748535346429,20200813
65782,CEC,25Y,8.668817963177533,20200814
65783,CECUVR,25Y,3.9792997692098986,20200814
65784,CEC,25Y,8.585804128994479,20200818
65785,CECUVR,25Y,3.8941028177363215,20200818
65786,CEC,25Y,8.585804128994479,20200819
65787,CECUVR,25Y,3.8941028177363215,20200819
65788,CEC,25Y,8.47458498647411,20200820
65789,CECUVR,25Y,3.9187325968664366,20200820
65790,CEC,25Y,8.584874211769321,20200821
65791,CECUVR,25Y,3.9333863721516815,20200821
65792,CEC,25Y,8.645115892969791,20200824
65793,CECUVR,25Y,3.92683494281032,20200824
65794,CEC,25Y,8.713324844096682,20200825
65795,CECUVR,25Y,3.962377876038614,20200825
65796,CEC,25Y,8.802342516602657,20200826
65797,CECUVR,25Y,3.97270933741547,20200826
65798,CEC,25Y,8.799043616888568,20200827
65799,CECUVR,25Y,3.9810425068321553,20200827
65800,CEC,25Y,8.739052307362162,20200828
65801,CECUVR,25Y,3.993239711835117,20200828
65802,CEC,25Y,8.629295900770085,20200831
65803,CECUVR,25Y,3.9819153531828633,20200831
65804,CEC,25Y,8.407900349071173,20200901
65805,CECUVR,25Y,3.95702386324972,20200901
65806,CEC,25Y,8.121109764849631,20200902
65807,CECUVR,25Y,3.9346792503738737,20200902
65808,CEC,25Y,8.211201467289975,20200903
65809,CECUVR,25Y,3.989325589963677,20200903
65810,CEC,25Y,8.253191493790734,20200904
65811,CECUVR,25Y,3.958411007656526,20200904
65812,CEC,25Y,8.2061791659914,20200907
65813,CECUVR,25Y,3.921925761474876,20200907
65814,CEC,25Y,8.292578445182874,20200908
65815,CECUVR,25Y,3.922271916281983,20200908
65816,CEC,25Y,8.294261381942757,20200909
65817,CECUVR,25Y,3.7690974480048434,20200909
65818,CEC,25Y,8.488493396101271,20200910
65819,CECUVR,25Y,3.783658234390974,20200910
65820,CEC,25Y,8.464173447599643,20200911
65821,CECUVR,25Y,3.887015902274405,20200911
65822,CEC,25Y,8.16429759374202,20200914
65823,CECUVR,25Y,3.8795654041258176,20200914
65824,CEC,25Y,8.008517001758841,20200915
65825,CECUVR,25Y,3.724388709903881,20200915
65826,CEC,25Y,8.034342492781565,20200916
65827,CECUVR,25Y,3.786328606712086,20200916
65828,CEC,25Y,8.065742011603817,20200917
65829,CECUVR,25Y,3.8409308021312594,20200917
65830,CEC,25Y,7.971244780623632,20200918
65831,CECUVR,25Y,3.868046895780841,20200918
65832,CEC,25Y,7.971244780623632,20200919
65833,CECUVR,25Y,3.868046895780841,20200919
65834,CEC,25Y,7.971244780623632,20200920
65835,CECUVR,25Y,3.868046895780841,20200920
65836,CEC,25Y,8.046076982660466,20200921
65837,CECUVR,25Y,3.933411422277944,20200921
65838,CEC,25Y,8.1230363557782,20200922
65839,CECUVR,25Y,3.92451464339314,20200922
65840,CEC,25Y,8.161699962071589,20200923
65841,CECUVR,25Y,3.879399193672684,20200923
65842,CEC,25Y,8.139677050121952,20200924
65843,CECUVR,25Y,3.8852135399331855,20200924
65844,CEC,25Y,8.036288873617004,20200925
65845,CECUVR,25Y,3.871709915829524,20200925
65846,CEC,25Y,8.036288873617004,20200926
65847,CECUVR,25Y,3.871709915829524,20200926
65848,CEC,25Y,8.036288873617004,20200927
65849,CECUVR,25Y,3.871709915829524,20200927
65850,CEC,25Y,7.9694204672143165,20200928
65851,CECUVR,25Y,3.796827017790183,20200928
65852,CEC,25Y,7.988486727432154,20200929
65853,CECUVR,25Y,3.714164108544949,20200929
65854,CEC,25Y,7.956953299940928,20200930
65855,CECUVR,25Y,3.71367968482752,20200930
65856,CEC,25Y,7.952098467325142,20201001
65857,CECUVR,25Y,3.7117445089123615,20201001
65858,CEC,25Y,8.019359669140647,20201002
65859,CECUVR,25Y,3.749105714135181,20201002
65860,CEC,25Y,8.019359669140647,20201003
65861,CECUVR,25Y,3.749105714135181,20201003
65862,CEC,25Y,8.019359669140647,20201004
65863,CECUVR,25Y,3.749105714135181,20201004
65864,CEC,25Y,8.009573455010631,20201005
65865,CECUVR,25Y,3.7732824437313406,20201005
65866,CEC,25Y,8.017133945684352,20201006
65867,CECUVR,25Y,3.8162391791069616,20201006
65868,CEC,25Y,8.017015986006392,20201007
65869,CECUVR,25Y,3.8902889534256246,20201007
65870,CEC,25Y,7.936119974764044,20201008
65871,CECUVR,25Y,3.8571641317628025,20201008
65872,CEC,25Y,7.821902305638662,20201009
65873,CECUVR,25Y,3.838649457012422,20201009
65874,CEC,25Y,7.821902305638662,20201010
65875,CECUVR,25Y,3.838649457012422,20201010
65876,CEC,25Y,7.821902305638662,20201011
65877,CECUVR,25Y,3.838649457012422,20201011
65878,CEC,25Y,7.821902305638662,20201012
65879,CECUVR,25Y,3.838649457012422,20201012
65880,CEC,25Y,7.794306661394512,20201013
65881,CECUVR,25Y,3.857182362960576,20201013
65882,CEC,25Y,7.809870902140625,20201014
65883,CECUVR,25Y,3.8346106104764734,20201014
65884,CEC,25Y,7.808474653243191,20201015
65885,CECUVR,25Y,3.8279441179186247,20201015
65886,CEC,25Y,7.795163968671748,20201016
65887,CECUVR,25Y,3.840547203556533,20201016
65888,CEC,25Y,7.795163968671748,20201017
65889,CECUVR,25Y,3.840547203556533,20201017
65890,CEC,25Y,7.795163968671748,20201018
65891,CECUVR,25Y,3.840547203556533,20201018
65892,CEC,25Y,7.761808711952378,20201019
65893,CECUVR,25Y,3.790435101265044,20201019
65894,CEC,25Y,7.797926483549844,20201020
65895,CECUVR,25Y,3.812297452908453,20201020
65896,CEC,25Y,7.812928350842752,20201021
65897,CECUVR,25Y,3.83971344282652,20201021
65898,CEC,25Y,7.858275708719975,20201022
65899,CECUVR,25Y,3.843560789412326,20201022
65900,CEC,25Y,7.823936315977309,20201023
65901,CECUVR,25Y,3.8691336980464897,20201023
65902,CEC,25Y,7.823936315977309,20201024
65903,CECUVR,25Y,3.8691336980464897,20201024
65904,CEC,25Y,7.881578425828573,20201026
65905,CECUVR,25Y,3.870701957353262,20201026
65906,CEC,25Y,7.880456385578016,20201027
65907,CECUVR,25Y,3.8564663259743392,20201027
65908,CEC,25Y,7.971523141159276,20201028
65909,CECUVR,25Y,3.87493374619019,20201028
65910,CEC,25Y,7.97461207639647,20201029
65911,CECUVR,25Y,3.843340186965838,20201029
65912,CEC,25Y,7.990944431998415,20201030
65913,CECUVR,25Y,3.82211724971524,20201030
65914,CEC,25Y,7.990944431998415,20201031
65915,CECUVR,25Y,3.82211724971524,20201031
65916,CEC,25Y,7.990944431998415,20201102
65917,CECUVR,25Y,3.82211724971524,20201102
65918,CEC,25Y,7.96805188962173,20201103
65919,CECUVR,25Y,3.84378047441567,20201103
65920,CEC,25Y,7.955655149335761,20201104
65921,CECUVR,25Y,3.825225006686828,20201104
65922,CEC,25Y,7.798912425361348,20201106
65923,CECUVR,25Y,3.766339222447934,20201106
65924,CEC,25Y,7.798912425361348,20201107
65925,CECUVR,25Y,3.766339222447934,20201107
65926,CEC,25Y,7.623545060152548,20201109
65927,CECUVR,25Y,3.640817230828564,20201109
65928,CEC,25Y,7.753796847895722,20201111
65929,CECUVR,25Y,3.647333797029262,20201111
65930,CEC,25Y,7.716040249963907,20201113
65931,CECUVR,25Y,3.699847519157706,20201113
65932,CEC,25Y,7.716040249963907,20201114
65933,CECUVR,25Y,3.699847519157706,20201114
65934,CEC,25Y,7.716040249963907,20201115
65935,CECUVR,25Y,3.699847519157706,20201115
65936,CEC,25Y,7.760534108989159,20201117
65937,CECUVR,25Y,3.664301337668397,20201117
65938,CEC,25Y,7.736970817417599,20201118
65939,CECUVR,25Y,3.5901471530604523,20201118
65940,CEC,25Y,7.77154447990398,20201119
65941,CECUVR,25Y,3.5477004466880624,20201119
